測站,日期,AQI,空氣品質指標,O3,PM2.5_AVG,PM10_AVG,CO_8hr,SO2,NO2,地址,lng,lat
承德站,2023/11/16 00:00,54,二氧化氮小時值,20,10,24,1.35,1.8,35.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/17 00:00,63,細懸浮微粒,25,20,51,1.19,1.3,40.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
木柵站,2023/08/20 00:00,37,臭氧8小時,64,9,25,0.83,1.4,17.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/21 00:00,74,臭氧8小時,78,9,29,0.56,0.6,14.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/22 00:00,34,臭氧8小時,54,8,26,0.46,0.7,16.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/23 00:00,36,臭氧8小時,71,6,26,0.44,1.6,13.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/24 00:00,48,臭氧8小時,67,10,31,0.42,0.6,16.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/25 00:00,30,臭氧8小時,52,7,21,0.33,0.8,11.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/26 00:00,20,臭氧8小時,23,3,13,0.34,0.9,8.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/27 00:00,31,臭氧8小時,40,6,18,0.49,0.7,10.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/28 00:00,39,臭氧8小時,70,12,30,0.39,1.2,15.7, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/29 00:00,17,二氧化氮小時值,30,5,17,0.41,1.0,10.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/30 00:00,17,臭氧8小時,26,3,16,0.37,0.9,5.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/08/31 00:00,20,懸浮微粒,25,3,20,0.36,0.3,7.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/01 00:00,17,臭氧8小時,24,2,15,0.37,0.7,7.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/02 00:00,28,懸浮微粒,23,4,28,0.36,0.6,7.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/03 00:00,27,臭氧8小時,40,3,10,0.36,1.0,4.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/04 00:00,30,臭氧8小時,42,3,10,0.34,0.8,8.8, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/05 00:00,24,臭氧8小時,30,5,14,0.38,1.0,12.7, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/06 00:00,23,臭氧8小時,34,6,18,0.38,0.3,11.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/07 00:00,25,臭氧8小時,33,6,19,0.36,0.6,10.9, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/08 00:00,26,臭氧8小時,32,5,16,0.37,0.4,11.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/09 00:00,40,臭氧8小時,50,5,20,0.34,0.8,12.2, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/10 00:00,40,臭氧8小時,48,5,19,0.32,0.9,10.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/11 00:00,37,臭氧8小時,46,7,18,0.3,1.1,13.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/12 00:00,36,臭氧8小時,44,9,22,0.35,2.2,14.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/13 00:00,63,臭氧8小時,83,16,31,0.46,1.5,21.8, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/14 00:00,67,臭氧8小時,76,17,29,0.4,5.7,16.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/15 00:00,124,臭氧8小時,104,14,28,0.53,1.7,29.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/16 00:00,69,臭氧8小時,76,14,27,0.42,3.7,19.7, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/17 00:00,80,臭氧8小時,79,15,27,0.49,2.1,15.9, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/18 00:00,61,臭氧8小時,86,11,25,0.45,2.2,16.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/19 00:00,17,臭氧8小時,31,4,10,0.42,0.9,9.9, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/20 00:00,43,臭氧8小時,59,9,21,0.51,1.6,13.7, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/21 00:00,45,臭氧8小時,72,11,23,0.5,4.4,18.8, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/22 00:00,12,二氧化氮小時值,19,2,9,0.4,1.4,7.2, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/23 00:00,11,二氧化氮小時值,27,3,10,0.38,1.1,6.8, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/24 00:00,15,臭氧8小時,19,2,13,0.4,0.6,8.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/25 00:00,27,臭氧8小時,35,4,13,0.48,0.4,10.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/26 00:00,31,臭氧8小時,38,8,27,0.4,1.0,13.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/27 00:00,26,細懸浮微粒,25,8,26,0.39,0.4,11.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/28 00:00,20,二氧化氮小時值,26,4,18,0.41,0.9,12.2, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/29 00:00,27,懸浮微粒,32,8,27,0.38,0.9,6.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/09/30 00:00,28,臭氧8小時,32,6,20,0.46,0.8,7.2, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/01 00:00,42,臭氧8小時,48,8,27,0.47,0.8,9.8, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/02 00:00,41,懸浮微粒,44,11,41,0.46,1.4,14.9, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/03 00:00,40,二氧化氮小時值,31,10,32,0.48,0.9,24.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/04 00:00,30,臭氧8小時,50,8,29,0.44,1.1,9.5, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/05 00:00,35,臭氧8小時,54,4,20,0.42,0.9,9.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/06 00:00,33,臭氧8小時,41,7,24,0.45,0.7,12.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/07 00:00,33,臭氧8小時,47,7,23,0.47,1.1,14.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/08 00:00,34,臭氧8小時,48,3,13,0.37,0.7,8.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/09 00:00,35,臭氧8小時,42,2,6,0.39,0.6,8.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/10 00:00,37,臭氧8小時,44,2,8,0.42,0.9,10.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/11 00:00,38,臭氧8小時,47,9,27,0.44,1.0,15.9, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/12 00:00,40,臭氧8小時,50,9,30,0.39,0.7,14.5, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/13 00:00,37,臭氧8小時,42,9,31,0.42,0.4,16.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/14 00:00,49,臭氧8小時,60,14,27,0.49,2.1,13.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/15 00:00,75,臭氧8小時,70,22,37,0.48,1.1,16.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/16 00:00,67,細懸浮微粒,63,22,37,0.35,1.0,19.5, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/17 00:00,85,臭氧8小時,70,24,37,0.41,0.9,19.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/18 00:00,65,臭氧8小時,66,17,31,0.42,0.3,11.8, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/19 00:00,40,細懸浮微粒,41,12,25,0.44,0.5,11.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/20 00:00,39,細懸浮微粒,41,12,25,0.56,0.4,22.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/21 00:00,31,臭氧8小時,36,7,16,0.43,0.6,14.7, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/22 00:00,33,臭氧8小時,38,4,19,0.34,0.7,10.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/23 00:00,32,臭氧8小時,38,4,14,0.3,1.9,10.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/24 00:00,30,臭氧8小時,43,7,21,0.45,0.8,14.3, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/25 00:00,30,臭氧8小時,36,6,15,0.38,0.9,13.7, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/26 00:00,29,臭氧8小時,35,8,17,0.4,1.9,16.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/27 00:00,32,臭氧8小時,37,8,17,0.45,0.5,17.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/28 00:00,37,臭氧8小時,46,8,16,0.39,0.4,13.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/29 00:00,41,臭氧8小時,47,10,21,0.35,0.6,13.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/30 00:00,33,二氧化氮小時值,37,10,17,0.36,0.8,20.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/10/31 00:00,31,臭氧8小時,36,6,13,0.35,0.9,14.8, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/01 00:00,29,臭氧8小時,33,6,20,0.3,0.6,11.5, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/02 00:00,31,臭氧8小時,38,7,15,0.47,0.6,14.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/03 00:00,42,臭氧8小時,66,9,19,0.48,3.4,16.7, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/04 00:00,31,臭氧8小時,56,6,12,0.4,1.3,13.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/05 00:00,49,臭氧8小時,73,10,18,0.5,2.0,16.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/06 00:00,46,臭氧8小時,63,14,26,0.46,2.1,15.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/07 00:00,43,細懸浮微粒,48,13,32,0.38,1.0,13.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/08 00:00,36,臭氧8小時,45,9,25,0.38,0.9,14.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/09 00:00,33,細懸浮微粒,39,10,22,0.41,1.2,16.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/10 00:00,42,細懸浮微粒,60,13,23,0.52,2.2,23.1, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/11 00:00,32,臭氧8小時,38,3,5,0.36,1.4,13.4, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/12 00:00,32,臭氧8小時,36,2,6,0.36,1.0,10.9, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/13 00:00,35,臭氧8小時,41,10,19,0.43,1.3,11.5, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/14 00:00,32,臭氧8小時,38,4,9,0.37,1.8,18.6, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/15 00:00,32,臭氧8小時,37,2,11,0.38,1.6,13.0, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/16 00:00,34,二氧化氮小時值,42,8,16,0.52,2.2,20.5, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
木柵站,2023/11/17 00:00,56,細懸浮微粒,44,18,35,0.37,1.8,17.9, 臺北市指南路2段64號4樓, 121.5773732,24.98611963
