測站,日期,AQI,空氣品質指標,O3,PM2.5_AVG,PM10_AVG,CO_8hr,SO2,NO2,地址,lng,lat
天母站,2023/11/13 00:00,40,臭氧8小時,46,8,20,0.4,1.4,7.1, 臺北市士林區至誠路一段62巷70號行政大樓, 121.5352657,25.10260565
天母站,2023/11/14 00:00,36,臭氧8小時,40,4,13,0.29,2.5,6.6, 臺北市士林區至誠路一段62巷70號行政大樓, 121.5352657,25.10260565
天母站,2023/11/15 00:00,38,臭氧8小時,43,5,15,0.29,2.5,6.3, 臺北市士林區至誠路一段62巷70號行政大樓, 121.5352657,25.10260565
天母站,2023/11/16 00:00,43,二氧化氮小時值,44,8,18,0.52,2.7,25.9, 臺北市士林區至誠路一段62巷70號行政大樓, 121.5352657,25.10260565
天母站,2023/11/17 00:00,56,細懸浮微粒,52,18,46,0.46,2.2,21.5, 臺北市士林區至誠路一段62巷70號行政大樓, 121.5352657,25.10260565
延平站,2023/08/20 00:00,59,二氧化氮小時值,54,11,33,0.85,2.5,42.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/21 00:00,51,臭氧8小時,66,10,33,0.79,2.3,30.5, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/22 00:00,57,二氧化氮小時值,58,9,32,1.11,3.7,39.5, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/23 00:00,57,二氧化氮小時值,68,9,30,0.87,1.7,40.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/24 00:00,49,二氧化氮小時值,60,9,33,0.78,2.2,29.5, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/25 00:00,36,二氧化氮小時值,49,7,29,0.74,2.0,21.9, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/26 00:00,26,二氧化氮小時值,20,3,18,0.61,1.0,15.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/27 00:00,45,二氧化氮小時值,44,6,26,0.81,3.4,27.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/28 00:00,50,二氧化氮小時值,59,10,32,0.8,2.8,30.6, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/29 00:00,39,二氧化氮小時值,29,6,23,0.76,2.8,23.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/30 00:00,18,懸浮微粒,13,3,18,0.67,1.0,10.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/08/31 00:00,20,二氧化氮小時值,13,5,20,0.67,1.8,12.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/01 00:00,22,二氧化氮小時值,13,2,17,0.72,2.5,13.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/02 00:00,23,懸浮微粒,17,5,23,0.72,1.1,12.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/03 00:00,24,懸浮微粒,27,5,24,0.64,1.0,7.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/04 00:00,24,臭氧8小時,28,4,20,0.72,0.8,13.6, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/05 00:00,31,二氧化氮小時值,27,4,20,0.79,1.1,18.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/06 00:00,31,二氧化氮小時值,28,8,21,0.86,2.6,18.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/07 00:00,36,二氧化氮小時值,31,8,21,0.78,1.7,21.7, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/08 00:00,41,二氧化氮小時值,33,6,20,0.82,0.9,24.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/09 00:00,38,臭氧8小時,47,7,26,0.78,2.1,22.1, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/10 00:00,36,臭氧8小時,42,6,24,0.77,1.9,16.7, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/11 00:00,42,二氧化氮小時值,39,8,25,0.84,2.4,25.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/12 00:00,49,臭氧8小時,84,10,28,0.85,3.3,28.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/13 00:00,79,臭氧8小時,86,15,33,0.84,2.6,32.1, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/14 00:00,100,臭氧8小時,83,18,35,0.67,2.7,27.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/15 00:00,128,臭氧8小時,100,17,34,0.71,1.9,29.6, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/16 00:00,57,臭氧8小時,81,13,30,0.61,3.5,30.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/17 00:00,58,臭氧8小時,65,13,29,0.6,7.0,25.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/18 00:00,73,臭氧8小時,93,14,27,0.66,1.9,20.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/19 00:00,35,二氧化氮小時值,34,4,16,0.52,0.9,20.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/20 00:00,76,臭氧8小時,76,11,25,0.69,2.1,20.9, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/21 00:00,55,臭氧8小時,74,11,26,0.63,1.8,23.5, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/22 00:00,22,二氧化氮小時值,18,3,13,0.49,8.7,13.1, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/23 00:00,15,懸浮微粒,15,2,15,0.48,0.9,9.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/24 00:00,18,臭氧8小時,21,3,14,0.47,1.7,10.6, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/25 00:00,31,二氧化氮小時值,28,5,15,0.56,2.7,18.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/26 00:00,29,臭氧8小時,34,8,22,0.56,2.2,17.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/27 00:00,29,二氧化氮小時值,22,9,22,0.54,3.6,17.7, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/28 00:00,27,二氧化氮小時值,28,4,18,0.54,1.8,16.1, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/29 00:00,33,細懸浮微粒,30,10,27,0.58,2.5,12.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/09/30 00:00,26,臭氧8小時,30,6,21,0.65,5.8,12.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/01 00:00,43,臭氧8小時,50,10,27,0.72,1.9,15.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/02 00:00,51,二氧化氮小時值,57,11,45,0.64,0.7,31.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/03 00:00,60,二氧化氮小時值,30,11,41,1.14,1.2,44.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/04 00:00,30,臭氧8小時,39,7,25,0.59,0.7,15.6, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/05 00:00,42,臭氧8小時,48,4,26,0.62,0.8,14.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/06 00:00,36,二氧化氮小時值,42,6,26,0.68,1.5,21.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/07 00:00,38,臭氧8小時,59,9,32,0.84,1.5,19.1, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/08 00:00,37,臭氧8小時,41,4,23,0.65,1.2,20.6, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/09 00:00,39,臭氧8小時,47,2,20,0.64,0.7,17.7, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/10 00:00,40,臭氧8小時,51,3,22,0.63,1.0,16.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/11 00:00,52,二氧化氮小時值,55,10,40,0.67,0.9,32.6, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/12 00:00,46,二氧化氮小時值,56,8,37,0.65,0.9,27.5, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/13 00:00,48,二氧化氮小時值,49,9,39,0.59,1.6,28.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/14 00:00,57,臭氧8小時,61,13,40,0.62,1.2,27.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/15 00:00,95,臭氧8小時,74,21,51,0.67,1.3,28.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/16 00:00,83,臭氧8小時,76,21,54,0.59,1.9,33.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/17 00:00,111,臭氧8小時,80,22,51,0.64,2.0,33.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/18 00:00,70,臭氧8小時,70,15,41,0.68,0.9,27.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/19 00:00,52,二氧化氮小時值,68,13,38,0.74,1.9,32.9, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/20 00:00,52,二氧化氮小時值,38,13,39,0.71,1.7,33.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/21 00:00,36,臭氧8小時,42,7,32,0.59,1.0,19.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/22 00:00,35,臭氧8小時,41,4,29,0.51,1.5,15.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/23 00:00,39,二氧化氮小時值,39,4,26,0.57,0.8,23.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/24 00:00,50,二氧化氮小時值,52,7,30,0.75,2.1,30.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/25 00:00,36,二氧化氮小時值,36,5,26,0.58,2.1,21.7, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/26 00:00,37,二氧化氮小時值,44,6,29,0.57,2.8,22.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/27 00:00,42,二氧化氮小時值,39,9,29,0.57,1.9,25.1, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/28 00:00,46,二氧化氮小時值,47,9,32,0.57,2.0,27.5, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/29 00:00,44,臭氧8小時,52,7,33,0.54,2.3,24.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/30 00:00,43,二氧化氮小時值,38,7,28,0.6,3.2,25.9, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/10/31 00:00,36,二氧化氮小時值,35,6,25,0.58,3.1,21.5, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/01 00:00,37,二氧化氮小時值,37,6,29,0.59,1.5,22.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/02 00:00,55,二氧化氮小時值,84,7,31,0.78,1.8,36.9, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/03 00:00,82,臭氧8小時,83,11,36,0.85,1.9,33.7, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/04 00:00,51,二氧化氮小時值,69,7,30,0.69,1.7,31.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/05 00:00,80,臭氧8小時,79,12,34,0.77,2.1,34.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/06 00:00,55,臭氧8小時,69,13,37,0.76,1.8,22.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/07 00:00,49,懸浮微粒,50,12,49,0.63,1.7,23.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/08 00:00,40,二氧化氮小時值,47,9,40,0.59,1.1,24.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/09 00:00,57,二氧化氮小時值,65,13,41,0.77,1.8,40.2, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/10 00:00,51,二氧化氮小時值,43,10,35,0.73,1.7,31.9, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/11 00:00,35,臭氧8小時,41,2,18,0.49,0.9,17.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/12 00:00,36,臭氧8小時,41,2,18,0.48,0.9,15.8, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/13 00:00,47,二氧化氮小時值,38,8,31,0.54,1.2,28.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/14 00:00,50,二氧化氮小時值,36,3,24,0.49,1.8,30.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/15 00:00,37,二氧化氮小時值,39,3,26,0.46,3.4,22.0, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/16 00:00,52,二氧化氮小時值,39,8,29,0.7,2.1,32.4, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
延平站,2023/11/17 00:00,59,二氧化氮小時值,44,16,58,0.6,2.5,43.3, 臺北市大同區重慶北路三段320號行政大樓, 121.5135346,25.07531615
承德站,2023/08/20 00:00,42,二氧化氮小時值,25,10,28,0.89,1.3,25.0, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/21 00:00,48,二氧化氮小時值,29,11,28,1.01,1.5,28.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/22 00:00,52,二氧化氮小時值,28,10,26,1.41,1.4,32.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/23 00:00,43,二氧化氮小時值,31,10,27,1.15,1.4,25.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/24 00:00,47,二氧化氮小時值,27,13,28,1.11,2.3,28.3, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/25 00:00,42,二氧化氮小時值,21,10,25,0.93,1.7,25.0, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/26 00:00,24,二氧化氮小時值,9,5,15,0.74,0.9,14.3, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/27 00:00,41,二氧化氮小時值,20,9,20,0.89,1.7,24.6, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/28 00:00,41,細懸浮微粒,32,13,28,0.87,1.4,23.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/29 00:00,32,二氧化氮小時值,12,7,18,0.94,1.4,19.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/30 00:00,25,二氧化氮小時值,7,5,15,0.82,0.8,15.0, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/08/31 00:00,20,細懸浮微粒,8,6,18,1.01,1.8,12.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/01 00:00,22,二氧化氮小時值,7,5,14,1.38,1.2,13.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/02 00:00,22,二氧化氮小時值,8,7,19,0.95,1.0,13.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/03 00:00,19,懸浮微粒,16,5,19,0.65,0.9,7.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/04 00:00,22,二氧化氮小時值,18,5,16,0.82,0.7,13.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/05 00:00,38,二氧化氮小時值,16,6,20,1.15,1.0,22.9, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/06 00:00,33,二氧化氮小時值,13,10,20,1.4,2.0,19.9, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/07 00:00,37,二氧化氮小時值,15,10,20,1.2,1.7,22.0, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/08 00:00,45,二氧化氮小時值,19,8,20,1.23,1.2,27.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/09 00:00,43,二氧化氮小時值,21,9,21,1.03,1.9,26.0, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/10 00:00,33,二氧化氮小時值,21,8,23,1.01,1.0,19.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/11 00:00,51,二氧化氮小時值,11,10,24,1.06,2.2,31.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/12 00:00,49,二氧化氮小時值,35,12,27,1.07,1.9,29.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/13 00:00,52,細懸浮微粒,41,16,30,1.06,1.5,29.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/14 00:00,62,細懸浮微粒,43,20,38,1.14,1.6,30.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/15 00:00,59,細懸浮微粒,46,19,32,1.56,1.4,36.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/16 00:00,54,細懸浮微粒,38,17,30,1.23,1.5,24.0, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/17 00:00,56,細懸浮微粒,31,18,28,1.05,9.2,30.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/18 00:00,50,細懸浮微粒,42,15,27,1.17,1.6,29.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/19 00:00,37,二氧化氮小時值,14,6,14,1.1,1.1,22.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/20 00:00,41,二氧化氮小時值,35,12,24,1.14,1.5,24.3, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/21 00:00,45,二氧化氮小時值,31,12,25,1.25,1.3,27.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/22 00:00,24,二氧化氮小時值,8,4,13,1.01,2.1,14.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/23 00:00,17,二氧化氮小時值,7,4,13,0.92,1.0,10.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/24 00:00,18,二氧化氮小時值,10,5,14,0.85,1.2,10.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/25 00:00,37,二氧化氮小時值,15,6,14,1.12,3.2,22.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/26 00:00,46,二氧化氮小時值,16,10,22,1.25,1.4,27.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/27 00:00,36,二氧化氮小時值,10,11,26,1.16,3.1,21.9, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/28 00:00,30,二氧化氮小時值,12,8,24,1.1,3.2,17.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/29 00:00,40,細懸浮微粒,13,12,25,1.03,1.7,13.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/09/30 00:00,28,細懸浮微粒,13,9,18,1.15,1.8,14.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/01 00:00,37,細懸浮微粒,24,11,23,1.23,1.1,21.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/02 00:00,53,二氧化氮小時值,29,14,38,1.51,1.0,33.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/03 00:00,56,二氧化氮小時值,17,15,37,2.13,1.2,39.0, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/04 00:00,40,二氧化氮小時值,18,8,18,1.13,0.7,23.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/05 00:00,34,二氧化氮小時值,25,6,19,1.04,0.7,20.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/06 00:00,37,二氧化氮小時值,22,8,19,1.41,0.9,22.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/07 00:00,41,二氧化氮小時值,23,10,24,1.59,1.2,24.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/08 00:00,40,二氧化氮小時值,16,5,15,1.34,0.8,24.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/09 00:00,40,二氧化氮小時值,23,4,11,1.32,0.8,23.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/10 00:00,35,二氧化氮小時值,25,5,13,1.08,0.7,20.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/11 00:00,51,二氧化氮小時值,29,13,32,1.29,0.8,31.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/12 00:00,54,二氧化氮小時值,30,11,28,1.29,0.8,35.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/13 00:00,53,二氧化氮小時值,27,10,30,1.47,0.9,34.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/14 00:00,55,二氧化氮小時值,26,16,30,1.54,1.8,36.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/15 00:00,68,細懸浮微粒,36,23,37,1.4,1.0,32.3, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/16 00:00,65,細懸浮微粒,45,21,40,1.28,3.1,49.9, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/17 00:00,68,細懸浮微粒,49,23,41,1.27,1.2,47.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/18 00:00,55,二氧化氮小時值,38,17,32,1.39,0.8,37.3, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/19 00:00,49,二氧化氮小時值,34,14,28,1.45,1.7,29.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/20 00:00,54,二氧化氮小時值,19,15,31,1.61,1.4,35.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/21 00:00,41,二氧化氮小時值,23,9,20,1.23,1.0,24.6, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/22 00:00,28,二氧化氮小時值,25,6,21,1.05,1.1,16.9, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/23 00:00,44,二氧化氮小時值,24,7,16,0.97,0.8,26.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/24 00:00,44,二氧化氮小時值,23,10,20,1.24,1.5,26.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/25 00:00,48,二氧化氮小時值,17,7,18,1.12,1.1,28.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/26 00:00,47,二氧化氮小時值,22,10,20,1.07,3.7,28.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/27 00:00,52,二氧化氮小時值,21,11,19,1.14,2.0,32.6, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/28 00:00,53,二氧化氮小時值,27,13,23,1.15,3.9,34.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/29 00:00,49,二氧化氮小時值,31,10,25,1.08,2.8,29.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/30 00:00,47,二氧化氮小時值,18,8,21,1.34,3.1,28.3, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/10/31 00:00,44,二氧化氮小時值,22,7,18,1.13,1.5,26.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/01 00:00,49,二氧化氮小時值,20,7,22,1.03,2.3,29.3, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/02 00:00,54,二氧化氮小時值,43,9,22,1.23,1.1,36.3, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/03 00:00,51,二氧化氮小時值,39,12,24,1.21,1.4,31.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/04 00:00,50,二氧化氮小時值,33,8,22,1.19,1.1,30.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/05 00:00,42,二氧化氮小時值,39,12,24,1.05,1.3,25.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/06 00:00,52,二氧化氮小時值,35,15,37,1.25,1.5,33.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/07 00:00,54,二氧化氮小時值,27,13,38,1.07,1.3,35.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/08 00:00,50,二氧化氮小時值,28,9,30,1.32,1.2,29.8, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/09 00:00,53,二氧化氮小時值,31,-,33,1.24,1.5,34.1, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/10 00:00,52,二氧化氮小時值,21,15,29,1.45,1.4,33.0, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/11 00:00,36,二氧化氮小時值,21,4,11,1.2,0.8,21.7, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/12 00:00,39,二氧化氮小時值,22,4,11,1.11,0.9,23.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/13 00:00,49,二氧化氮小時值,19,11,22,1.14,1.1,29.4, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/14 00:00,51,二氧化氮小時值,23,7,18,1.46,1.3,31.5, 臺北市承德路、中正路口, 121.5188826,25.06841212
承德站,2023/11/15 00:00,44,二氧化氮小時值,20,6,19,1.05,1.8,26.2, 臺北市承德路、中正路口, 121.5188826,25.06841212
